review_text,rating,len_char,len_word,tokens_clean,clean_text
This game is so beautiful and so amazing keep it up and I hope some collaboration in a future,5,93,19,"['game', 'beautiful', 'amazing', 'keep', 'hope', 'collaboration', 'future']",game beautiful amazing keep hope collaboration future
"I love how the game is so detailed especially during cutscenes,character animations, and the lore, I would want more character lores during the progress, but I don't like how powercreep is so fast which makes you pull for characters, and the health/defense on bosses makes it so hard to defeat... if adjustable please buff old characters from 1.X to 2.X so it will make characters balanced... but so far no complaints keep continuing the game I love it sm! Thank you Hoyoverse!",5,477,82,"['love', 'game', 'detail', 'especially', 'cutscenes', 'character', 'animation', 'lore', 'would', 'want', 'character', 'lore', 'progress', 'not', 'like', 'powercreep', 'fast', 'make', 'pull', 'character', 'health', 'defense', 'boss', 'make', 'hard', 'defeat', 'adjustable', 'please', 'buff', 'old', 'character', 'make', 'character', 'balance', 'far', 'no', 'complaint', 'keep', 'continue', 'game', 'love', 'sm', 'thank']",love game detail especially cutscenes character animation lore would want character lore progress not like powercreep fast make pull character health defense boss make hard defeat adjustable please buff old character make character balance far no complaint keep continue game love sm thank
"despite of everything, the lame kits on some characters, the troubles and all, still, I played hsr for the first time because of its story. hsr definitely has one of the best storylines ever written in the game. kudos to the team! :D",5,233,43,"['despite', 'everything', 'lame', 'kit', 'character', 'trouble', 'still', 'first', 'story', 'definitely', 'one', 'best', 'storyline', 'ever', 'write', 'game', 'kudos', 'team']",despite everything lame kit character trouble still first story definitely one best storyline ever write game kudos team
"hyv gave me sunday🤤🤤🤤🤤 GIVE ME E1 PLS. edit: I MWANT E2 OMG hi so can i have cyrene or hyacine,, thx🥹🥹",5,102,22,"['hyv', 'give', 'sunday', 'give', 'eidolon_1', 'pls', 'edit', 'mwant', 'eidolon_2', 'omg', 'hi', 'cyrene', 'hyacine', 'thx']",hyv give sunday give eidolon_1 pls edit mwant eidolon_2 omg hi cyrene hyacine thx
The cyrene situation is crazy....,1,33,5,"['cyrene', 'situation', 'crazy']",cyrene situation crazy
the endgame is shiii,4,20,4,"['endgame', 'shiii']",endgame shiii
See you Tomorrow,5,16,3,"['see', 'tomorrow']",see tomorrow
JUSTICE FOR CYRENE!!!,1,21,3,"['justice', 'cyrene']",justice cyrene
This was a fun game untill 3.0 Now you are required to have the most recent Healers / Shielders in order to not be one shot by new bosses. You must have the signature Weapon / Light cone (or whatever may be best in slot like DDD) to get the slightest bit of use out of a lot characters because without them they underperform by a substantial amount. And for a lot of characters you have to invest into copies to get them to a point where they should be at with their base kit with no 4* alternatives,3,499,99,"['fun', 'game', 'untill', 'require', 'recent', 'healer', 'shielder', 'order', 'not', 'one', 'shot', 'new', 'boss', 'must', 'signature', 'weapon', 'light', 'cone', 'whatever', 'may', 'best', 'slot', 'like', 'ddd', 'get', 'slight', 'bit', 'use', 'lot', 'character', 'without', 'underperform', 'substantial', 'amount', 'lot', 'character', 'invest', 'copy', 'get', 'point', 'base', 'kit', 'no', 'alternative']",fun game untill require recent healer shielder order not one shot new boss must signature weapon light cone whatever may best slot like ddd get slight bit use lot character without underperform substantial amount lot character invest copy get point base kit no alternative
"its a great game, i won ret of many times",5,41,10,"['great', 'game', 'ret', 'many', 'time']",great game ret many time
"really fun, farming pulls is really easy, storyline and lore great, recommended",5,79,12,"['really', 'fun', 'farm', 'pull', 'really', 'easy', 'storyline', 'lore', 'great', 'recommend']",really fun farm pull really easy storyline lore great recommend
"Good, but just make more male characters and stop making a lot of female characters, and that is some players' wish",5,115,21,"['good', 'make', 'male', 'character', 'stop', 'make', 'lot', 'female', 'character', 'wish']",good make male character stop make lot female character wish
gg with amphoreus,5,17,3,"['gg', 'amphoreus']",gg amphoreus
"Love it very much, phainon is my little baby",5,44,9,"['love', 'much', 'phainon', 'little', 'baby']",love much phainon little baby
"as a 1.0 player the game is so boring now days doing everyday the same thing. join game, put your team on autofight, get your jades wish if you have enough and then leave the game. like even the events are short and exploration boring too. Building characters isnt even fun anymore.",1,282,52,"['game', 'boring', 'day', 'everyday', 'thing', 'join', 'game', 'put', 'team', 'autofight', 'get', 'jades', 'wish', 'enough', 'leave', 'game', 'like', 'even', 'event', 'short', 'exploration', 'bore', 'building', 'character', 'not', 'even', 'fun', 'anymore']",game boring day everyday thing join game put team autofight get jades wish enough leave game like even event short exploration bore building character not even fun anymore
"I LOVE HOYOVERSE AND DAWEI Btw tomorrow is my birthday, wish me a happy birthday guys!",5,86,16,"['love', 'dawei', 'btw', 'tomorrow', 'birthday', 'wish', 'happy', 'birthday', 'guy']",love dawei btw tomorrow birthday wish happy birthday guy
one of the best games you could play 😎😎😎,5,40,9,"['one', 'best', 'could']",one best could
I love this game so much,5,24,6,"['love', 'game', 'much']",love game much
"it's a amazing game i ever seen The Story was Perfect Character Design are great My Favourite is Dan Heng, Sliver Wolf and Bronya They are my Favourite Characters so far Thanks again for the game and Free Rewards",5,212,39,"['amazing', 'game', 'ever', 'see', 'story', 'perfect', 'character', 'design', 'great', 'favourite', 'dan', 'heng', 'sliver', 'wolf', 'bronya', 'favourite', 'character', 'far', 'thanks', 'game', 'free', 'reward']",amazing game ever see story perfect character design great favourite dan heng sliver wolf bronya favourite character far thanks game free reward
Pure greed.,1,11,2,"['pure', 'greed']",pure greed
whyd they delete the videos on billibilli. And really. The whole amphoreus gang? How greedy of you devs,1,103,18,"['whyd', 'delete', 'video', 'billibilli', 'really', 'whole', 'amphoreus', 'gang', 'greedy', 'devs']",whyd delete video billibilli really whole amphoreus gang greedy devs
y'all don't listen to the valid critics that players give and the fan service of the new characters in beta is insane I will be quitting the game cuz this game is no longer something that suits my taste it's a shame that fan service and not some Dev's ruined the game for me,1,274,54,"['not', 'listen', 'valid', 'critic', 'give', 'fan', 'service', 'new', 'character', 'beta', 'insane', 'quit', 'game', 'cuz', 'game', 'no', 'longer', 'something', 'suit', 'taste', 'shame', 'fan', 'service', 'not', 'dev', 'ruin', 'game']",not listen valid critic give fan service new character beta insane quit game cuz game no longer something suit taste shame fan service not dev ruin game
">Character shill content, Endgame content's HP inflation, Powercreep, the usual, tho i would also like to add the overly bloated unneeded exposition on the story, while the plot and settings werent bad it has been a slog to go through with how bloated the dialogue is",1,267,46,"['character', 'shill', 'endgame', 'health', 'inflation', 'powercreep', 'usual', 'tho', 'would', 'also', 'like', 'add', 'overly', 'bloat', 'unneeded', 'exposition', 'story', 'plot', 'setting', 'werent', 'bad', 'slog', 'go', 'bloat', 'dialogue']",character shill endgame health inflation powercreep usual tho would also like add overly bloat unneeded exposition story plot setting werent bad slog go bloat dialogue
got my account back,5,19,4,"['get', 'account', 'back']",get account back
"I used to LOVE this game, but after seeing leaks of ""The Dahlia"" I'm very disappointed because she have the jiggle physic.. I mean like it's very uncomfortable, like why should it be soo big??? I hope she's not obsessed with the mc like citlali.. soo please change her design plus a lot of kids below 13 is playing this game soo yeah I hope hoyo change her design",1,363,69,"['use', 'love', 'game', 'see', 'leak', 'dahlia', 'disappointed', 'jiggle', 'physic', 'mean', 'like', 'uncomfortable', 'like', 'soo', 'big', 'hope', 'not', 'obsessed', 'mc', 'like', 'citlali', 'soo', 'please', 'change', 'design', 'plus', 'lot', 'kid', '13', 'game', 'soo', 'yeah', 'hope', 'change', 'design']",use love game see leak dahlia disappointed jiggle physic mean like uncomfortable like soo big hope not obsessed mc like citlali soo please change design plus lot kid 13 game soo yeah hope change design
too much fan service lately and Cyrene kit is just awful,1,56,11,"['much', 'fan', 'service', 'lately', 'cyrene', 'kit', 'awful']",much fan service lately cyrene kit awful
"It's a relatively good game, and I love the story. I'm really excited about Cyrene! I read through her kit, and honestly, it seems fine to me. I just wish there were more 4 star characters so I could save money. Also (SPOILER), I hope Cyrene remembers Phainon.",4,260,48,"['relatively', 'good', 'game', 'love', 'story', 'really', 'excited', 'cyrene', 'read', 'kit', 'honestly', 'seem', 'fine', 'wish', 'character', 'could', 'save', 'money', 'also', 'spoiler', 'hope', 'cyrene', 'remembers', 'phainon']",relatively good game love story really excited cyrene read kit honestly seem fine wish character could save money also spoiler hope cyrene remembers phainon
Highest quality gacha u can play,5,32,6,"['high', 'quality', 'gacha']",high quality gacha
"The game is quickly becoming a P2P game. Highly NOT recommend for new players, most characters can only be properly played or used effective with characters who are also 5*s ( mostly DPS type characters and they're signature characters support). It would have been fine ,if the game gave generous jades however, as its life progresses, the available farmable jades are depleting fast. The enemies HP is growing each patch that new players may not be able to play certain stages or game modes.",1,492,84,"['game', 'quickly', 'become', 'p2p', 'game', 'highly', 'not', 'recommend', 'new', 'character', 'properly', 'use', 'effective', 'character', 'also', 'mostly', 'dps', 'type', 'character', 'signature', 'character', 'support', 'would', 'fine', 'game', 'give', 'generous', 'jade', 'however', 'life', 'progress', 'available', 'farmable', 'jade', 'deplete', 'fast', 'enemy', 'health', 'grow', 'patch', 'new', 'may', 'not', 'able', 'certain', 'stage', 'game', 'mode']",game quickly become p2p game highly not recommend new character properly use effective character also mostly dps type character signature character support would fine game give generous jade however life progress available farmable jade deplete fast enemy health grow patch new may not able certain stage game mode
amazing storyline and character personalities.,5,46,5,"['amaze', 'storyline', 'character', 'personality']",amaze storyline character personality
too much hp inflation,1,21,4,"['much', 'health', 'inflation']",much health inflation
I just love this game,5,21,5,"['love', 'game']",love game
i hate this game boostarrail,1,28,5,"['hate', 'game', 'boostarrail']",hate game boostarrail
In just less than a year this game manages to make me quit lol,1,62,14,"['less', 'year', 'game', 'manages', 'make', 'quit', 'lol']",less year game manages make quit lol
seriously why do guys keep giving us long story quests which prevent us from completing our daily missions and claim the rewards. like I have been playing this one quest which keeps going like over 5 hours not letting me do anything else in the games. the rewards from daily missions aren't worth getting worked up but it says a lot about the developers'consideration towards the players and their limited time on a daily basis. Especially those who play in their free time after work. Disappointed😤,1,499,86,"['seriously', 'guys', 'keep', 'give', 'u', 'long', 'story', 'quest', 'prevent', 'u', 'complete', 'daily', 'mission', 'claim', 'reward', 'like', 'one', 'quest', 'keep', 'go', 'like', 'hour', 'not', 'let', 'anything', 'else', 'reward', 'daily', 'mission', 'worth', 'get', 'work', 'say', 'lot', 'developer', 'consideration', 'towards', 'limit', 'daily', 'basis', 'especially', 'free', 'work', 'disappoint']",seriously guys keep give u long story quest prevent u complete daily mission claim reward like one quest keep go like hour not let anything else reward daily mission worth get work say lot developer consideration towards limit daily basis especially free work disappoint
Best story and plot Gacha game,5,30,6,"['best', 'story', 'plot', 'gacha', 'game']",best story plot gacha game
OH MY GOD I GOT CYRENE E2 ON MY FIRST 10 PULL,5,45,12,"['oh', 'god', 'get', 'cyrene', 'eidolon_2', 'first', '10', 'pull']",oh god get cyrene eidolon_2 first 10 pull
"If you are a new time player, there will be alot of rewards & you may think this game is generous, but as you spend more time playing, it becomes less f2p friendly, especially the crazy boss powercreeps; forcing players to keep pulling for newer characters (& new paths) which most of the time will fall off after a while unless you get their duplicates (eidolons). Just play the game if you like it for the visuals & stories. If not, then this game is not worth your time & money.",1,481,91,"['new', 'alot', 'reward', 'may', 'think', 'game', 'generous', 'spend', 'become', 'less', 'free_to_play', 'friendly', 'especially', 'crazy', 'bos', 'powercreeps', 'force', 'keep', 'pull', 'new', 'character', 'new', 'path', 'fall', 'unless', 'get', 'duplicate', 'eidolons', 'game', 'like', 'visuals', 'story', 'not', 'game', 'not', 'worth', 'money']",new alot reward may think game generous spend become less free_to_play friendly especially crazy bos powercreeps force keep pull new character new path fall unless get duplicate eidolons game like visuals story not game not worth money
"trash game. whenever you pull a new charcter then the character gonna be meta for a while but then in the next patch that character just get shutdown in next update, not just because the hp inlation but the mechanic of the newest enemy is just dont work with the last meta and the game itself just force you to pull the newest characters eventhough you didnt like the character or the mechanics they didnt thinking about that and just thinking about money and money the devoleper is soo greedy.",1,494,90,"['trash', 'game', 'whenever', 'pull', 'new', 'charcter', 'character', 'gon', 'na', 'meta', 'next', 'patch', 'character', 'get', 'shutdown', 'next', 'update', 'not', 'health', 'inlation', 'mechanic', 'new', 'enemy', 'not', 'work', 'last', 'meta', 'game', 'force', 'pull', 'new', 'character', 'eventhough', 'not', 'like', 'character', 'mechanic', 'not', 'think', 'think', 'money', 'money', 'devoleper', 'soo', 'greedy']",trash game whenever pull new charcter character gon na meta next patch character get shutdown next update not health inlation mechanic new enemy not work last meta game force pull new character eventhough not like character mechanic not think think money money devoleper soo greedy
This game is amazing & very suitable for a busy person like me because it's a turn based gameplay. The stories are unique🙆‍♀️,5,125,23,"['game', 'amaze', 'suitable', 'busy', 'person', 'like', 'turn', 'base', 'gameplay', 'story', 'unique']",game amaze suitable busy person like turn base gameplay story unique
turn based game can't be taking a lot of storage dawg😭🙏,3,55,11,"['turn', 'base', 'game', 'not', 'take', 'lot', 'storage', 'dawg']",turn base game not take lot storage dawg
the game itself is fun and a joy to play. but the company's customer service system is not friendly. I made a mistake when monetizing unaware of a top up event coming the next day. I asked for my purchases to count towards the top up event because I had no idea as I was a returner to the game. the company's stance was to flat out deny this ask. as a result I give two stars. because the game is good. but the company's stance on player friendliness is atrocious.,2,464,91,"['game', 'fun', 'joy', 'company', 'customer', 'service', 'system', 'not', 'friendly', 'make', 'mistake', 'monetizing', 'unaware', 'top', 'event', 'come', 'next', 'day', 'ask', 'purchase', 'count', 'towards', 'top', 'event', 'no', 'idea', 'returner', 'game', 'company', 'stance', 'flat', 'deny', 'ask', 'result', 'give', 'two', 'star', 'game', 'good', 'company', 'stance', 'friendliness', 'atrocious']",game fun joy company customer service system not friendly make mistake monetizing unaware top event come next day ask purchase count towards top event no idea returner game company stance flat deny ask result give two star game good company stance friendliness atrocious
"I don't want to do this but your game deserves this after what's happening with all the HP inflation in the end game contents!!!! You might as well just put a label ""only fun when you pay and get all the new characters every update"" when starting the game! Not to mention that grinding relics is just despicably disappointing!!! Might as well add an option to just use/dump fuel to finish dailies instead of actually using it to grind since the results are always trash!!!!",1,473,85,"['not', 'want', 'game', 'deserve', 'happen', 'health', 'inflation', 'end', 'game', 'content', 'might', 'well', 'put', 'label', 'fun', 'pay', 'get', 'new', 'character', 'every', 'update', 'start', 'game', 'not', 'mention', 'grind', 'relic', 'despicably', 'disappoint', 'might', 'well', 'add', 'option', 'use', 'dump', 'fuel', 'finish', 'daily', 'instead', 'actually', 'use', 'grind', 'since', 'result', 'always', 'trash']",not want game deserve happen health inflation end game content might well put label fun pay get new character every update start game not mention grind relic despicably disappoint might well add option use dump fuel finish daily instead actually use grind since result always trash
CYRENE BUFF NEEDED HOYO WANTS MONEY OTHER PLAYERS THINK WUWA IS BETTER NOW,1,74,13,"['cyrene', 'buff', 'need', 'want', 'money', 'think', 'wuwa', 'good']",cyrene buff need want money think wuwa good
Started off great but the game keeps getting more and more predatory. I wouldn't recommend this game at all.,1,108,19,"['start', 'great', 'game', 'keep', 'get', 'predatory', 'recommend', 'game']",start great game keep get predatory recommend game
"holy hp inflation. characters are useless next patch cycle, this dev team should be embarrassed. stand up to da wei and tell him you arent going to ruin the game anymore for a quick buck. surely hoyo is cooking something massive, the amount of revenue they have compared to the slop we are served",2,296,54,"['holy', 'health', 'inflation', 'character', 'useless', 'next', 'patch', 'cycle', 'dev', 'team', 'embarrass', 'stand', 'da', 'wei', 'tell', 'arent', 'go', 'ruin', 'game', 'anymore', 'quick', 'buck', 'surely', 'cook', 'something', 'massive', 'amount', 'revenue', 'compare', 'slop', 'serve']",holy health inflation character useless next patch cycle dev team embarrass stand da wei tell arent go ruin game anymore quick buck surely cook something massive amount revenue compare slop serve
not really my game. no luck in here,1,35,8,"['not', 'really', 'game', 'no', 'luck']",not really game no luck
IMAGINE NOT RELEASING A SINGLE NEW 4 STAR!,1,42,8,"['imagine', 'not', 'release', 'single', 'new']",imagine not release single new
Playing since the launch it's been 2 years and this game is still the goat of turn based RPG on smartphone,5,106,21,"['since', 'launch', 'year', 'game', 'still', 'goat', 'turn', 'base', 'rpg', 'smartphone']",since launch year game still goat turn base rpg smartphone
"What in the hell is the 3.7 update? Based on your livestream, people can get the Cyrene bow skin if they spent $300. I know it is players' choice. But what in the hell?? Just adding the Trailblazer together with Cyrene on those shards during ultimate?? Is that what people are gonna pay for? Really? People should tell you to screw you and be better. You are attracting a bunch of idiots. Your fandom is NOT liking nor loving what you are doing. You are FAILING. We absolutely hope we get an ANSWER.",1,499,93,"['hell', 'update', 'base', 'livestream', 'people', 'get', 'cyrene', 'bow', 'skin', 'spent', '300', 'know', 'choice', 'hell', 'add', 'trailblazer', 'together', 'cyrene', 'shard', 'ultimate', 'people', 'gon', 'na', 'pay', 'really', 'people', 'tell', 'screw', 'well', 'attract', 'bunch', 'idiot', 'fandom', 'not', 'like', 'nor', 'love', 'fail', 'absolutely', 'hope', 'get', 'answer']",hell update base livestream people get cyrene bow skin spent 300 know choice hell add trailblazer together cyrene shard ultimate people gon na pay really people tell screw well attract bunch idiot fandom not like nor love fail absolutely hope get answer
A bit disappointed knowing my favorite character from the other game need to be on an amphoreus team. I don't have all the amphoreus cast in my account after losing all the 50/50 pull every single banner from the start of amphoreus and the upcoming banners having all the cast rerun is not going the solve the problems.,1,319,58,"['bit', 'disappointed', 'know', 'favorite', 'character', 'game', 'need', 'amphoreus', 'team', 'not', 'amphoreus', 'cast', 'account', 'lose', '50', '50', 'pull', 'every', 'single', 'banner', 'start', 'amphoreus', 'upcoming', 'banner', 'cast', 'rerun', 'not', 'go', 'solve', 'problem']",bit disappointed know favorite character game need amphoreus team not amphoreus cast account lose 50 50 pull every single banner start amphoreus upcoming banner cast rerun not go solve problem
"I've been a player since day 1! This game is very nice. There are a lot of complex characters with their well-written backgrounds, amazing lore, and the in-game sceneries are absolutely breathtaking. However, the powercreep in this game is unpleasant. Characters tend to get powercrept months after their release or even before! (Like Cyrene for example. She had the potential.) Second, the lack of events. As an F2P, it is very hard not having a way to gather more Stellar Jades for wishing!! D:",3,496,84,"['since', 'day', 'game', 'nice', 'lot', 'complex', 'character', 'well', 'write', 'background', 'amaze', 'lore', 'game', 'scenery', 'absolutely', 'breathtaking', 'however', 'powercreep', 'game', 'unpleasant', 'character', 'tend', 'get', 'powercrept', 'month', 'release', 'even', 'like', 'cyrene', 'example', 'potential', 'second', 'lack', 'event', 'free_to_play', 'hard', 'not', 'way', 'gather', 'stellar', 'jade', 'wish']",since day game nice lot complex character well write background amaze lore game scenery absolutely breathtaking however powercreep game unpleasant character tend get powercrept month release even like cyrene example potential second lack event free_to_play hard not way gather stellar jade wish
Bad genshin rewards justice for cyrene,1,38,6,"['bad', 'reward', 'justice', 'cyrene']",bad reward justice cyrene
"I love phainon, he's the goat, he's the king. Bro deserves all the good endings",5,79,15,"['love', 'phainon', 'goat', 'king', 'bro', 'deserves', 'good', 'ending']",love phainon goat king bro deserves good ending
"I've played the game since its released, overall its hard for us f2p players to defeat bosses and enemies since it needs c2 characters and its respective lightcone and it also has hp inflamation, i hope the hsr communtiy improves so that f2p players can feel satisfied with the rewards and ingame content",1,304,53,"['game', 'since', 'release', 'overall', 'hard', 'u', 'free_to_play', 'defeat', 'boss', 'enemy', 'since', 'need', 'eidolon_2', 'character', 'respective', 'lightcone', 'also', 'health', 'inflamation', 'hope', 'communtiy', 'improves', 'free_to_play', 'feel', 'satisfied', 'reward', 'ingame']",game since release overall hard u free_to_play defeat boss enemy since need eidolon_2 character respective lightcone also health inflamation hope communtiy improves free_to_play feel satisfied reward ingame
"good game but need more polish of contents, hope to see more",5,60,12,"['good', 'game', 'need', 'polish', 'content', 'hope', 'see']",good game need polish content hope see
I love this game so beautiful character and refined world,5,57,10,"['love', 'game', 'beautiful', 'character', 'refine', 'world']",love game beautiful character refine world
very predetory gacha. The only thing I'm playing for is the story.,2,66,12,"['predetory', 'gacha', 'thing', 'story']",predetory gacha thing story
"been playing this game for 2 yrs now. lately im experiencing login errors, even though i uninstalled and everything (error fixing tips) still wont work. so sad. tried my best to fix it. love the game but yeah... sad",1,215,39,"['game', 'yr', 'lately', 'im', 'experience', 'login', 'error', 'even', 'though', 'uninstalled', 'everything', 'error', 'fix', 'tip', 'still', 'not', 'work', 'sad', 'tried', 'best', 'fix', 'love', 'game', 'yeah', 'sad']",game yr lately im experience login error even though uninstalled everything error fix tip still not work sad tried best fix love game yeah sad
"Love the game but the lag.... ISTG the lag gets on my nerves and the game crashing please fix this we all wanted to play the game, my phone is suitable for this but it keeps on crashing and lagging all over and over again😔 edit: please make a cloud version of this too",2,268,54,"['love', 'game', 'lag', 'istg', 'lag', 'get', 'nerve', 'game', 'crash', 'please', 'fix', 'want', 'game', 'phone', 'suitable', 'keep', 'crash', 'lag', 'edit', 'please', 'make', 'cloud', 'version']",love game lag istg lag get nerve game crash please fix want game phone suitable keep crash lag edit please make cloud version
not even sure if the developers are taking their game seriously at all!!!!,1,74,13,"['not', 'even', 'sure', 'developer', 'take', 'game', 'seriously']",not even sure developer take game seriously
I love how it gives free 5 stars sometimes,5,42,9,"['love', 'give', 'free', 'star', 'sometimes']",love give free star sometimes
Sadly they completely destroyed Cyrene as a character. It's despicable how they slandered her. Big L in character development.,1,126,19,"['sadly', 'completely', 'destroyed', 'cyrene', 'character', 'despicable', 'slander', 'big', 'character', 'development']",sadly completely destroyed cyrene character despicable slander big character development
"this game sucks, I'm done playing this greedy game",1,50,9,"['game', 'suck', 'do', 'greedy', 'game']",game suck do greedy game
Qiqir Powercreep,1,16,2,"['qiqir', 'powercreep']",qiqir powercreep
Treat it as a paid game since it's a P2W game.,2,46,11,"['treat', 'pay', 'game', 'since', 'pay_to_win', 'game']",treat pay game since pay_to_win game
gta be THE predatory game masked as f2p •The Devs are tone deaf •Global passive •Cyrene only playable at 3 copies •And her 300$ bow skin with minimal change This game is just looking for the money in your wallet. I don't recommend Even if you had money they don't respect it,1,274,52,"['gta', 'predatory', 'game', 'mask', 'free_to_play', 'devs', 'tone', 'deaf', 'global', 'passive', 'cyrene', 'playable', 'copy', '300', 'bow', 'skin', 'minimal', 'change', 'game', 'look', 'money', 'wallet', 'not', 'recommend', 'even', 'money', 'not', 'respect']",gta predatory game mask free_to_play devs tone deaf global passive cyrene playable copy 300 bow skin minimal change game look money wallet not recommend even money not respect
This game is very fun and the story is very touching. I hope this game will develop further in the future❤,5,106,21,"['game', 'fun', 'story', 'touch', 'hope', 'game', 'develop', 'future']",game fun story touch hope game develop future
Fix the game I can't login to the game it has an error 1001_1 even though my Internet is no 5G and 100 mbs,3,106,24,"['fix', 'game', 'not', 'login', 'game', 'error', '1001_1', 'even', 'though', 'internet', 'no', '5g', '100', 'mb']",fix game not login game error 1001_1 even though internet no 5g 100 mb
amazing graphics and story,5,26,4,"['amaze', 'graphic', 'story']",amaze graphic story
I've played this game since the beginning. This company is so out of touch with everything and will not listen to criticism and take it into consideration or fix it. 300 USD for a skin on a weapon? E2 minimum for Cyrene? I can't even get to endgame content with any of my Pathstriders despite them being built. I uninstalled it because this has been nothing but a greedy cash grab.,1,381,71,"['game', 'since', 'begin', 'company', 'touch', 'everything', 'not', 'listen', 'criticism', 'take', 'consideration', 'fix', '300', 'usd', 'skin', 'weapon', 'eidolon_2', 'minimum', 'cyrene', 'not', 'even', 'get', 'endgame', 'pathstriders', 'despite', 'build', 'uninstalled', 'nothing', 'greedy', 'cash', 'grab']",game since begin company touch everything not listen criticism take consideration fix 300 usd skin weapon eidolon_2 minimum cyrene not even get endgame pathstriders despite build uninstalled nothing greedy cash grab
"OMG THERE'S A SKIP BUTTON NOW😭😭 IM PLAYING TGIS BACK, GENSHIN IMPACT COULD NEVER. update: honestly with all that powercreep going on, bad kit 0 cycle, cyrene situation is so disappointing.",1,188,31,"['omg', 'skip', 'button', 'im', 'tgis', 'back', 'impact', 'could', 'never', 'update', 'honestly', 'powercreep', 'go', 'bad', 'kit', 'cycle', 'cyrene', 'situation', 'disappoint']",omg skip button im tgis back impact could never update honestly powercreep go bad kit cycle cyrene situation disappoint
"Its very fun so far and i enjoy it a lot despite it being pretty pay 2 win and the fact that most of my warps are light cones. Plus, the lore is skippable, making it much easier.",5,178,38,"['fun', 'far', 'enjoy', 'lot', 'despite', 'pretty', 'pay', 'win', 'fact', 'warp', 'light', 'cone', 'plus', 'lore', 'skippable', 'make', 'much', 'easy']",fun far enjoy lot despite pretty pay win fact warp light cone plus lore skippable make much easy
"This game is extremely good and recommended to try out, although the storytelling is not very good but writing is nice and well written.",5,136,24,"['game', 'extremely', 'good', 'recommend', 'try', 'although', 'storytelling', 'not', 'good', 'writing', 'nice', 'well', 'write']",game extremely good recommend try although storytelling not good writing nice well write
fix Cyrene's kit broooo,1,23,4,"['fix', 'cyrene', 'kit', 'broooo']",fix cyrene kit broooo
"We are Humans, not wallets😡",1,27,5,"['human', 'not', 'wallet']",human not wallet
This is not good and not feel fun but your company genshin impacts is too mush good,1,83,17,"['not', 'good', 'not', 'feel', 'fun', 'company', 'impact', 'mush', 'good']",not good not feel fun company impact mush good
"This is a good game, I like it a lot but not as much as genshin.",5,64,16,"['good', 'game', 'like', 'lot', 'not', 'much']",good game like lot not much
"fell in love with amphoreus now it's gonna end, I'm not ready",5,61,12,"['fell', 'love', 'amphoreus', 'gon', 'na', 'end', 'not', 'ready']",fell love amphoreus gon na end not ready
"This game was fun. I used to really enjoy it. The gacha, however, ruins a good portion of the experience. Ever since Acheron, the game's power creep has been INSANE. It's been a year since we got a new 4 star character. Everyone needs a full team of five stars. A $300 skin.",2,274,53,"['game', 'fun', 'use', 'really', 'enjoy', 'gacha', 'however', 'ruin', 'good', 'portion', 'experience', 'ever', 'since', 'acheron', 'game', 'power', 'creep', 'insane', 'year', 'since', 'get', 'new', 'character', 'everyone', 'need', 'full', 'team', 'five', 'star', '300', 'skin']",game fun use really enjoy gacha however ruin good portion experience ever since acheron game power creep insane year since get new character everyone need full team five star 300 skin
"If you have crome book, beware as the texture pack didn't load in mine, so everyone, be careful",1,95,18,"['crome', 'book', 'beware', 'texture', 'pack', 'not', 'load', 'mine', 'everyone', 'careful']",crome book beware texture pack not load mine everyone careful
installed this and thought it will be a good games but after playing this it turned out be a trash cuz I don't like card type fighting game🥀🥀 giving 2 stars for good graphics,2,174,34,"['instal', 'think', 'good', 'turned', 'trash', 'cuz', 'not', 'like', 'card', 'type', 'fight', 'game', 'give', 'star', 'good', 'graphic']",instal think good turned trash cuz not like card type fight game give star good graphic
the worst gaming company contender will ruin your experience if you take the game seriously so play but be cautious,1,115,20,"['bad', 'game', 'company', 'contender', 'ruin', 'experience', 'take', 'game', 'seriously', 'cautious']",bad game company contender ruin experience take game seriously cautious
cant log in???,2,14,3,"['not', 'log']",not log
dont make your players seem like money bags to you.,1,51,10,"['not', 'make', 'seem', 'like', 'money', 'bag']",not make seem like money bag
"game is fantastic,story even better,love it",5,43,6,"['game', 'fantastic', 'story', 'even', 'well', 'love']",game fantastic story even well love
I've played this game ever since day 1. It was fun from the beginning specially at Belebog. And 4star chara is still a thing during that time and the challenges were just right. Fastforward today now 4star chara is nowhere to be seen instead it's all 5star-meta-end-game-content challenge which is hard now specially the HP has increased significantly in the game. Lastly the 3.7 stream vid contoversy was the last straw. It was fun while it lasted for 2 years.,1,461,80,"['game', 'ever', 'since', 'day', 'fun', 'begin', 'specially', 'belebog', '4star', 'chara', 'still', 'thing', 'challenge', 'right', 'fastforward', 'today', '4star', 'chara', 'nowhere', 'see', 'instead', '5star', 'meta', 'end', 'game', 'challenge', 'hard', 'specially', 'health', 'increase', 'significantly', 'game', 'lastly', 'stream', 'vid', 'contoversy', 'last', 'straw', 'fun', 'last', 'year']",game ever since day fun begin specially belebog 4star chara still thing challenge right fastforward today 4star chara nowhere see instead 5star meta end game challenge hard specially health increase significantly game lastly stream vid contoversy last straw fun last year
I love your the game,5,20,5,"['love', 'game']",love game
