review_text,rating,review_date
Best story and plot Gacha game,5,2025-11-04 14:18:26
OH MY GOD I GOT CYRENE E2 ON MY FIRST 10 PULL,5,2025-11-04 14:04:03
"If you are a new time player, there will be alot of rewards & you may think this game is generous, but as you spend more time playing, it becomes less f2p friendly, especially the crazy boss powercreeps; forcing players to keep pulling for newer characters (& new paths) which most of the time will fall off after a while unless you get their duplicates (eidolons). Just play the game if you like it for the visuals & stories. If not, then this game is not worth your time & money.",1,2025-11-04 13:24:29
"trash game. whenever you pull a new charcter then the character gonna be meta for a while but then in the next patch that character just get shutdown in next update, not just because the hp inlation but the mechanic of the newest enemy is just dont work with the last meta and the game itself just force you to pull the newest characters eventhough you didnt like the character or the mechanics they didnt thinking about that and just thinking about money and money the devoleper is soo greedy.",1,2025-11-04 13:09:25
This game is amazing & very suitable for a busy person like me because it's a turn based gameplay. The stories are unique🙆‍♀️,5,2025-11-04 11:50:26
turn based game can't be taking a lot of storage dawg😭🙏,3,2025-11-04 11:48:15
the game itself is fun and a joy to play. but the company's customer service system is not friendly. I made a mistake when monetizing unaware of a top up event coming the next day. I asked for my purchases to count towards the top up event because I had no idea as I was a returner to the game. the company's stance was to flat out deny this ask. as a result I give two stars. because the game is good. but the company's stance on player friendliness is atrocious.,2,2025-11-04 09:01:29
"I don't want to do this but your game deserves this after what's happening with all the HP inflation in the end game contents!!!! You might as well just put a label ""only fun when you pay and get all the new characters every update"" when starting the game! Not to mention that grinding relics is just despicably disappointing!!! Might as well add an option to just use/dump fuel to finish dailies instead of actually using it to grind since the results are always trash!!!!",1,2025-11-04 08:53:32
CYRENE BUFF NEEDED HOYO WANTS MONEY OTHER PLAYERS THINK WUWA IS BETTER NOW,1,2025-11-04 08:30:18
Started off great but the game keeps getting more and more predatory. I wouldn't recommend this game at all.,1,2025-11-04 07:25:05
"holy hp inflation. characters are useless next patch cycle, this dev team should be embarrassed. stand up to da wei and tell him you arent going to ruin the game anymore for a quick buck. surely hoyo is cooking something massive, the amount of revenue they have compared to the slop we are served",2,2025-11-04 05:50:29
not really my game. no luck in here,1,2025-11-04 05:33:28
IMAGINE NOT RELEASING A SINGLE NEW 4 STAR!,1,2025-11-04 04:29:58
Playing since the launch it's been 2 years and this game is still the goat of turn based RPG on smartphone,5,2025-11-04 01:42:45
"What in the hell is the 3.7 update? Based on your livestream, people can get the Cyrene bow skin if they spent $300. I know it is players' choice. But what in the hell?? Just adding the Trailblazer together with Cyrene on those shards during ultimate?? Is that what people are gonna pay for? Really? People should tell you to screw you and be better. You are attracting a bunch of idiots. Your fandom is NOT liking nor loving what you are doing. You are FAILING. We absolutely hope we get an ANSWER.",1,2025-11-03 22:08:49
A bit disappointed knowing my favorite character from the other game need to be on an amphoreus team. I don't have all the amphoreus cast in my account after losing all the 50/50 pull every single banner from the start of amphoreus and the upcoming banners having all the cast rerun is not going the solve the problems.,1,2025-11-03 21:07:00
"I've been a player since day 1! This game is very nice. There are a lot of complex characters with their well-written backgrounds, amazing lore, and the in-game sceneries are absolutely breathtaking. However, the powercreep in this game is unpleasant. Characters tend to get powercrept months after their release or even before! (Like Cyrene for example. She had the potential.) Second, the lack of events. As an F2P, it is very hard not having a way to gather more Stellar Jades for wishing!! D:",3,2025-11-03 20:06:18
Bad genshin rewards justice for cyrene,1,2025-11-03 16:32:49
"I love phainon, he's the goat, he's the king. Bro deserves all the good endings",5,2025-11-03 13:38:26
"I've played the game since its released, overall its hard for us f2p players to defeat bosses and enemies since it needs c2 characters and its respective lightcone and it also has hp inflamation, i hope the hsr communtiy improves so that f2p players can feel satisfied with the rewards and ingame content",1,2025-11-03 11:56:42
"good game but need more polish of contents, hope to see more",5,2025-11-03 10:17:22
I love this game so beautiful character and refined world,5,2025-11-03 10:05:22
very predetory gacha. The only thing I'm playing for is the story.,2,2025-11-03 09:34:04
"been playing this game for 2 yrs now. lately im experiencing login errors, even though i uninstalled and everything (error fixing tips) still wont work. so sad. tried my best to fix it. love the game but yeah... sad",1,2025-11-03 08:21:37
"Love the game but the lag.... ISTG the lag gets on my nerves and the game crashing please fix this we all wanted to play the game, my phone is suitable for this but it keeps on crashing and lagging all over and over again😔 edit: please make a cloud version of this too",2,2025-11-03 07:51:01
not even sure if the developers are taking their game seriously at all!!!!,1,2025-11-03 06:38:18
I love how it gives free 5 stars sometimes,5,2025-11-03 05:18:01
Sadly they completely destroyed Cyrene as a character. It's despicable how they slandered her. Big L in character development.,1,2025-11-03 03:37:11
"this game sucks, I'm done playing this greedy game",1,2025-11-03 02:22:55
Qiqir Powercreep,1,2025-11-03 02:05:02
Treat it as a paid game since it's a P2W game.,2,2025-11-03 01:11:06
gta be THE predatory game masked as f2p •The Devs are tone deaf •Global passive •Cyrene only playable at 3 copies •And her 300$ bow skin with minimal change This game is just looking for the money in your wallet. I don't recommend Even if you had money they don't respect it,1,2025-11-02 23:19:32
This game is very fun and the story is very touching. I hope this game will develop further in the future❤,5,2025-11-02 22:43:40
Fix the game I can't login to the game it has an error 1001_1 even though my Internet is no 5G and 100 mbs,3,2025-11-02 21:38:21
amazing graphics and story,5,2025-11-02 21:31:38
I've played this game since the beginning. This company is so out of touch with everything and will not listen to criticism and take it into consideration or fix it. 300 USD for a skin on a weapon? E2 minimum for Cyrene? I can't even get to endgame content with any of my Pathstriders despite them being built. I uninstalled it because this has been nothing but a greedy cash grab.,1,2025-11-02 20:10:38
"OMG THERE'S A SKIP BUTTON NOW😭😭 IM PLAYING TGIS BACK, GENSHIN IMPACT COULD NEVER. update: honestly with all that powercreep going on, bad kit 0 cycle, cyrene situation is so disappointing.",1,2025-11-02 18:03:32
"Its very fun so far and i enjoy it a lot despite it being pretty pay 2 win and the fact that most of my warps are light cones. Plus, the lore is skippable, making it much easier.",5,2025-11-02 15:50:09
"This game is extremely good and recommended to try out, although the storytelling is not very good but writing is nice and well written.",5,2025-11-02 14:30:31
fix Cyrene's kit broooo,1,2025-11-02 14:29:45
"We are Humans, not wallets😡",1,2025-11-02 14:13:22
This is not good and not feel fun but your company genshin impacts is too mush good,1,2025-11-02 13:28:17
"This is a good game, I like it a lot but not as much as genshin.",5,2025-11-02 07:52:04
"fell in love with amphoreus now it's gonna end, I'm not ready",5,2025-11-02 07:16:29
"This game was fun. I used to really enjoy it. The gacha, however, ruins a good portion of the experience. Ever since Acheron, the game's power creep has been INSANE. It's been a year since we got a new 4 star character. Everyone needs a full team of five stars. A $300 skin.",2,2025-11-02 05:50:14
"If you have crome book, beware as the texture pack didn't load in mine, so everyone, be careful",1,2025-11-02 04:01:24
installed this and thought it will be a good games but after playing this it turned out be a trash cuz I don't like card type fighting game🥀🥀 giving 2 stars for good graphics,2,2025-11-02 02:42:01
the worst gaming company contender will ruin your experience if you take the game seriously so play but be cautious,1,2025-11-02 02:01:33
cant log in???,2,2025-11-02 01:40:55
dont make your players seem like money bags to you.,1,2025-11-01 23:33:43
"game is fantastic,story even better,love it",5,2025-11-01 22:10:53
I've played this game ever since day 1. It was fun from the beginning specially at Belebog. And 4star chara is still a thing during that time and the challenges were just right. Fastforward today now 4star chara is nowhere to be seen instead it's all 5star-meta-end-game-content challenge which is hard now specially the HP has increased significantly in the game. Lastly the 3.7 stream vid contoversy was the last straw. It was fun while it lasted for 2 years.,1,2025-11-01 21:06:29
I love your the game,5,2025-11-01 15:43:37
"The visuals and animations are amazing. The requirements are demanding to run, but the game feels smooth. My biggest complaint is the gacha itself. There have been too many times where the 50/50 runs me over with a random 5* unit instead of the featured 5* unit. Remove the 50/50, and make it about 80/20 in favor of the featured 5* unit.",2,2025-11-01 12:29:32
why make cyrene trash smh,1,2025-11-01 08:48:50
"""error login occurred 10001""",1,2025-11-01 08:34:57
"Buff cyrene plsss. Her ultimate regeneration. I expected a lot from her. I'm guarantee to her E2 but ig I'm gonna go for tribbie E2, since she's heavily focus on chrysos heir. she's bad, outside chrysos heir. everyone said that she's good in eo? lol read her kit plsss you can't gain stacks in eo without amphoreus characters, there's free 6 stacks if you use 3 chrysos heir which is bad. If you compare her to elysia in hi3 there's a big difference. She can't be compared to elysia. sorry not sorry",1,2025-11-01 08:17:53
"I love this game, that's all",5,2025-11-01 07:41:08
"HSR team used to be great but now they only care about selling char and powercreep is unreal. I played since luofu release until now and did spend alot in this game, playing 2 accts because I really loved the game. Well, not anymore. Cyrene and so many other problems in the game are ignored and the non stop recycling of the same event over and over is getting old.",1,2025-11-01 07:22:30
"love the game! the characters are pretty, and the story is fun, as a player of genshin impact and Honkai star rail, it can get glitchy at times, but I don't care.",5,2025-11-01 05:04:00
you're making elysia worse by milking it,1,2025-11-01 04:26:08
"I've played since day1. overall best game of hoyo. No too revealing characters, great stories, great rewards, and fun! I've never liked a turn-based before. HSR is indeed unique. but it has 2 major problems: 1. Characters get powercreept too quickly. newbies or bad luck players would really struggle. 2. As an old player, most of the time, have nothing to do in the game cuz of the lack of limited events. but I don’t see it as much of a problem, tho. don't want to live in the game lol.",4,2025-11-01 04:19:17
review bombing ✌️,1,2025-11-01 03:58:06
this game is great amazing story I love the effects and style they give you a guide for things that are hard to understand or remember and idk what players are saying oh it all depends on the new characters dude I just got Kafka and omg is she op granite I have the herta to but still Kafka is strong my only complaints are the simulated universe has bad scaling and that when you can't do a mission it should say you need to do equilibrium also the fact there are 5 star characters that are weak,4,2025-11-01 03:04:34
"I'm just in love with this game, keeping aside the gacha part, if you're into rich story and beautiful visual this game is for you, it's absolutely beautiful and I loved it so much.",5,2025-11-01 00:24:05
300usd for a WEAPON SKIN‽ I have no idea what Mihoyo is thinking,1,2025-10-31 21:35:16
buff cyrene dumbass.,1,2025-10-31 21:04:21
log in error fix this,1,2025-10-31 20:26:29
"it's a really good game, and I love it! I saw some people complaining about the endgame (the games rewards are mostly gotten in the endgame content) but it's actually totally easy to play because the game gives you already build characters that I tried and I actually did better damage than my own characters. other than that the story is VERY good and the characters too. even getting characters is super easy in my first week I got 3 5 stars which is AMAZING anyway I hope people will try it out",5,2025-10-31 20:20:01
Great overall!!!,5,2025-10-31 19:01:56
Disappointed. I waited for months for Cyrene just to get cucked afterwards. How disappointing.,1,2025-10-31 19:00:16
"Even tho my connection is good, the game keeps on showing me that disconnected notification and I can't login same goes for genshin impact, it's been days now. Fix this",1,2025-10-31 18:57:03
Pay to win,1,2025-10-31 18:17:04
cyrene is a disaster,1,2025-10-31 18:00:43
Cyrene's kit is pure as$.,1,2025-10-31 17:39:22
from ok to bad,1,2025-10-31 17:37:12
"It's P2W from the start!! Relic farming is just pointless. Bad enough farming is almost close to impossible to get good stats, to make things worst when yoi get the stats u want, all your points go into the wrong substats. Powercreep excessively so you MUST spend. Plus the dumb kit reworks recently are just pure stupidity. Why make characters at all when they have the most useless kits",1,2025-10-31 17:05:34
old units cant keep up with new bosses and enemies like a tremendous amount and its just demotivating to play hsr unless you've been playing consistently since 1.0 or p2w its impossible to keep up,1,2025-10-31 17:00:11
BUFF CYRENE. UNUSABLE OUTSIDE CASTORICE REMEMBRANCE TEAM UNLESS YOU'RE A WHALE. EMBARRASSING $300 SKIN. MAKE CYRENE VIABLE.,1,2025-10-31 16:01:21
This will be 5 stars again if you fix the log in error 😡,1,2025-10-31 15:31:52
"Finally i Feel to give 4 stars for current Content, Quality and Generous Gacha Model and Good Quality of life Improvements Reward limited Characters to Make Game more Playable is Good Improvement.",4,2025-10-31 15:16:30
Cyrene kit is so pay to win .You need c2 for proper gameplay,1,2025-10-31 14:35:58
"The game is easy to grind considering there's Auto-Battle. It's enjoyable and the characters are well built. The plot surrounding the game is astronomical. The game is good, but powercreep is a large problem.",4,2025-10-31 14:17:54
This game is very cool,5,2025-10-31 13:35:37
i love this game,5,2025-10-31 13:35:33
buff cyrene before I become emo,1,2025-10-31 13:20:14
"As of 3.6, the game as full English va again. Some imbalance issues with older units aside the game is fun and has a compelling story.",4,2025-10-31 12:55:35
loves the game but make the quest easier,4,2025-10-31 12:50:25
"Why was there another pre installation of updates Didn't you already issued the first 6GB pre installation? Now, another 6GB?",1,2025-10-31 12:22:36
"I love boothill,oh and this game too i guess,please make boothill real,he is very cool,give me 100000000000000stellar jades,ok thankyou",5,2025-10-31 11:54:17
"Recent updates have slowly getting the redemption it needed. However, I can't login today due to an error.",3,2025-10-31 11:50:26
Came back for Topaz.,5,2025-10-31 11:19:19
Powercreep is too much!,1,2025-10-31 10:49:44
TOP TEIR MY FAVORITE TURN BASED GAME EVER,5,2025-10-31 10:06:47
i can't log my account in,1,2025-10-31 09:15:53
"Do I really need an explanation??? The storytelling is boring, lots of powercreep, non f2p friendly, boring events. I wish they improve",1,2025-10-31 07:19:10
"First of all I really love this game, the remove my stress and also it is very fun to play, the graphics, the quality the quests, the characters designs and etc. it was all great I really appreciate this game and also the company because they really listen to our feedback and also this is an f2p game, And on my experience that I still play now because it was great and I really enjoy playing so I hope in the future this game will be known and will be always be successful thank you hsr and hoyo🥰",2,2025-10-31 06:51:03
Cyrene Situation is crazy 💔,1,2025-10-31 06:42:11
"playing this since beginning, but now this game forcing to become meta slave. No more creativity , just pure force pulling to specific character. For f2p ,don't even bother to play. Sincerely ,from player since selee baner.",1,2025-10-31 06:32:29
hiii i have a bug that probably other players encounter too it keeps saying login error please try again later error 1001 or something is there anyway you can fix it? my phone is a Infinix gt30 pro,2,2025-10-31 06:30:13
"Man what happened? The devs on this game used to be one of the best. Now they barely listen to player feedback, when they do it takes ages to enforve. THE GAME IS NOT F2P FRIENDLY. STEER CLEAR!",1,2025-10-31 05:22:37
nonexistent qol for controllers and 3.7 patch is very disappointing,1,2025-10-31 05:14:26
I really admire this game but the customer service is lacking and I have tried troubleshooting it and I still can't login to the game with this error code 1001_1,1,2025-10-31 03:57:54
"absolutely AMAZING 10/10 game, just remove cyrene pls",1,2025-10-31 03:36:48
Incredible game i really loved it good game!!,5,2025-10-31 02:42:52
"was fun at first but endgame content is honestly getting harder, also why make a long awaited char (cyrene) kit horrid, hohe was relevant for alot of patches while cyrene litterally will get snuffed out after edo star drops",1,2025-10-31 02:29:14
one of the most greedy games nowadays. Imagine releasing a character who you have to basically pull three times to get them to work everywhere that definitely couldn't be hsr 🙃,1,2025-10-31 02:15:44
seriously? WTH is that cyrene kit??,1,2025-10-31 02:02:01
"Developer is getting greedy, making a character that is most comfortable at e2, basically make a problem and sell the solution. not to mention the whole 3.7 banner is just Cyrene and her whole best team in one half of a patch together, not all players can spend the money/jades for that much characters+lc, especially ones that wants a full team. Cyrene is a heavily anticipated character and hoyo managed to ruin her. notes: the e5+ Cyrene used in the livestream for 3.7 update is just more proof.",1,2025-10-31 01:59:48
"Cyrene is buns. Why are you using her E6 in your own live stream with her best team? I get showcasing a character for profit. But her E0 and E6 are so drastically different playstyles with our end game content that could count as false advertising.I get trying not to power creep your upcoming characters as much, to balance your characters. But you made her borderline under performing? The lack of respect for your players is astonishing. Played since late public beta. Now its just disappointing.",1,2025-10-31 00:12:41
"Rewards,the amount of jades and events are very low for f2ps",1,2025-10-30 23:54:27
The gameplay is very good the story line is also very awesome 😄but the geat septamus boss is even harder than before in its second phase I literally can not penetrate it's shield it continuously regenerate it's shields I quite playing these game because of the Sunday boss in new version 2.7,4,2025-10-30 23:29:38
"I really like the game, and I reached equilibrium level 6 a while ago, it was a nice challenge but then a bunch of new game modes came and they just got harder and harder, I couldn't progress in the story anymore because I couldn't beat the bosses, even tho I was really interested in it, it left me with almost nothing to do since my characters were just too weak, I tried to strengthen them but I don't have enough time nor luck, so I really hope we can change our equilibrium level in the future.",1,2025-10-30 23:15:09
Make Cyrene better and maybe I'll consider changing it to five stars,1,2025-10-30 22:36:15
"powercreep, global passive, unbelivably expensive skin release, never listening to player's feedbacks. I was looking forward to Cyrene despite being annoyed by the by other reasons but her kit looks BAD. I don't want to pull new characters or go E6 everytime to clear endgame. And why is the endgame content getting harder for f2p players and low budget players? it feels like you guys keep getting greedier.",1,2025-10-30 22:35:14
"if Cyrene still bad in release i swear hsr is bad that wuthering waves mechanic, characters kit are so bette than this game wuthering waves>honkai sht rail 🥀💔",1,2025-10-30 22:00:53
CANNOT WAIT FOR CYRENE 🩷🩷🩷,5,2025-10-30 21:59:59
"Feel like every time a new character comes in, the previous character before feels like it's going to be powercrept and let's not talk about the endgame content's HP inflation. Hope they figure it out on this matter before everybody leaves the game and the Developers use E6 Cyrene on the Special Program is completely Disgusting and Disrespectful towards the Honkai Star Rail Community.",1,2025-10-30 21:48:38
"Fall 2025,I returned after several months and HSR Devs are still not taking Feedback from players,You no longer have option to pull for your fav character as it will brick your progress ,I tried to farm relics for the new Dan heng but due to my old xianzhou and penacony characters aren't of remembrance path they are having a hard time to even beat it.Hoyo is becoming greedy day by day and the sad part is that they doesn't' have any competition",1,2025-10-30 21:36:34
"A amazing turn-based game with VERY good story and characters! People over hate it because they have high demands, but it's not like the game is all good. Even if people complain alot many of the time it's not all nonsensical as many times there really are problems that sometimes just feel unfair. It's a gacha game so that does mean devs will try to make certain things centered towards towards some other paid things to get money which is understandable but sometimes it gets out of hand too",4,2025-10-30 21:04:44
buff cyrene losers,1,2025-10-30 20:34:08
"I truly do enjoy the story and characters of this game, and the game mechanics are fun, I have very fond memories of this game. However, during the recent updates it has simply become almost completely inaccessible for any f2p player, and I'm not even f2p myself as I have already spent over 300€ on this game pulling for characters that were deemed as ""must-haves"", just for them to fall off meta entirely within the next few patches.. I love this game but I can't recommend it for any f2p",1,2025-10-30 20:30:33
Can't wait for Cyrene aka. T3 queen or queen of 0 cycles (left),1,2025-10-30 19:08:22
"HP inflation, greedy marketing and character design. Game is slowly falling off. The only thing carrying this game are the beloved characters. They became the thing they swore not to become (Genshin Impact).",1,2025-10-30 17:15:18
omg this game,5,2025-10-30 17:03:50
Love it so much 💖💖,5,2025-10-30 16:39:19
"That's Good, Just Keep Going Like This And One Day You'll Pull The Server Down...",1,2025-10-30 16:35:05
holy powercreep,1,2025-10-30 15:44:29
THIS GAME IS WORST THAN GENSHIN IMPACT. FULLY PAY TO WIN. THE DEVELOPERS BECOME VERY GREEDY.,1,2025-10-30 15:15:04
Day by day this game is becoming pay2win game. End game event with Hp inflation. Its so hard to clear Moc full star now because of this. Greedy dev,1,2025-10-30 15:06:23
"idfc what everybody says, I like the game, the mechanics and the artstyle... I love the story telling of this game and the designs of the characters, though it's a bit boring and dry once you completed quests or events. still, I love everything about Honkai Stair Rail😋👌🏻",5,2025-10-30 12:56:19
I hate this powercreeps in character cause they can't even use in pure fiction and other end game,1,2025-10-30 12:48:26
This game is starting to go downhill bc of rampant boss hp inflation. Edit: Now hsr has started to lock character kits behind eidolns and the audacity to use Cyrene E5 on livestream...You truly don't change 😔,1,2025-10-30 12:28:58
"What a pathetic waste for such an anticipated character like Cyrene. Reducing her to ""Omg trailblazer Im nothing without you"" when her whole character is about recording all previous cycles. The 300 dollar bow skin is absolutely embarrassing, again the 300 dollar skin doesn't have any of the hiers in it and it only the mc and her what an actual waste and they wont fit her kit because the devs know people will pull/whale because its an ""Elysia"" expy when Phainon is more like Elysia and her story",1,2025-10-30 11:57:44
Very corrupt game company,1,2025-10-30 11:41:53
"this game started out really good and i really enjoyed all the aspects of the game but now the powercreep is so bad that you need almost all the characters to complete the endgame modes and its really frustrating, The only reason i am playing this game currently is because of the story cause its really good and keeps me entertained and i think i wont be dropping this game and that is only because of the good lore. i hope they look into this powercreep issue and make characters more f2p friendly",2,2025-10-30 11:41:07
Power creep in an amazing high quality game. Shame. I still play for the story but I now don't care about spending money anymore and I spend a lot.,1,2025-10-30 10:50:13
Aventurine is so hot im coming,5,2025-10-30 10:20:22
"with the worst money-sucking patch of the game fast approaching i feel a disappointment that is even worse than with the natlan fiasco in genshin. as a day one player i just hope to get over this game now that hoyo showed their real face 🫡 wish the greediness of the devs never showed its ugly face, as the story and the characters (before this...) were peak, but oh well",1,2025-10-30 09:25:03
"As much as I wanna say I hate this game for its power creep and stuff, I have to say I really really LOVE this game for its deep story. Just finished the Amphoreus story until Phainon and it made cry. The world building is on a whole another level. the stories are rich with emotions that make you love this characters and then makes you cheer for them, cry with them, love them. Damn it, why is this so good and sad. As a person who likes Tragedy, I wanna happy ending for this one please!!!",5,2025-10-30 06:55:41
"incredible graphics, great fighting, great characters, and great story. The characters are unique and the stories are complex, always having twists you never expected. edit: I'm on Amphoreus and it's good. the characters have endless depths of personality and always hide something.",5,2025-10-30 06:54:53
"Amazing game. I've been playing since launch as an f2p, so I understand where many players are coming from. Stunning graphics, captivating story, & runs on even low-end devices. Yes, monetization can get quite out of hand, but it doesn't necessarily stop you from enjoying the game. Various QoL improvements make this game really addictive. Character farming is relatively simple, the only factor being time consumption. Overall, it's a great game, and I highly recommend it.",5,2025-10-30 04:38:26
very f2p friendly and consistently quality game to play and enjoy both story and gameplay wise especially if you stay up to Date with upcoming characters and strategies which is very simple with stellar services surrounding this game like prydwen and the very helpful community made guides,5,2025-10-30 00:39:27
"Game is okay, at best. rates are extremely bad. Powercreep is set to 11. Any new DPS will outshine ""old"" DPS in less than one month. Recently they reworked Jingliu kit, which made her Best in Slot light cone a different one than her summoned Light cone. With different stats and sub stats needed in relics. So, anyone that wasted passes to get her light cone effectively wasted tickets. Some returning events are against other players, which would be fine, except I don't like these kind of events",1,2025-10-30 00:08:23
i understand that this is a gacha game but holy shi the amount of pay to win is insane🥀,1,2025-10-29 23:41:50
cyrene is not it,1,2025-10-29 23:19:19
"I have tried to get my friends main account up to end game content for the last couple of months. Every time I get close, they inflate the HP so much that the old dps barely tickle the bosses, while new characters who could previously do massive chunks of the HP bar now feel mediocre at best. In the next update, they teased Cyrene, an overpowered unit, but intentionally did not show them at low level investments because of how long it takes to ramp up her ult. Good luck trying to catch up.",1,2025-10-29 23:11:51
Until and Unless they buff Cyrene I'll not change my review. Imagine being greedy and nerfing the most anticipated character ever.,1,2025-10-29 22:28:09
quit this Haram game,1,2025-10-29 22:18:17
You guys deserve 1* for this upcoming ver. They are try to release Eidelon Gated Characters more frequently which is bad. Cyrene kit is just a trash. A big disappoint,1,2025-10-29 21:58:13
legendary 💝💝💝,5,2025-10-29 20:56:19
cyrene.... fix cyreneeeee aughhhhhh grahhhhhhhh,1,2025-10-29 20:35:24
"I played the game at release and recently returned. The game has improved a lot in the past two years. I particularly love what they have done with the Roguelike ""Divergent Universe"" mode. Also, the 2025 story chapters are incredible and there are lots of great quality of life enhancements in recent patches.",5,2025-10-29 20:17:36
game is very v good but! just two thing! 1. For Update resource is to many! even player who want to play can't update! because every update the File Resource always Up to high! 2. Thanks for the Free gacha! but this is my opinion! it's to p2w! for f2p is still have hope to survive ! thanks! we can't get C1 or up because no have enough jade our ticket! just that ! and Goodbye i go back to Genshin Impact!,5,2025-10-29 20:14:55
this game's greed sickens me. no 4 stars in over a year. insufficient rewards to compensate f2p players. terrible cyrene kit. 7 banners in one patch and only 1 event.,1,2025-10-29 19:35:37
"FIX CYRENE, MAKE HER PLAYABLE AT E0",1,2025-10-29 19:20:45
Making a character so bad after so many people waited for her...wth hoyo,1,2025-10-29 19:19:48
"char and story gets better everytime, but the meta changes to much",4,2025-10-29 18:37:19
"CHANGE CYRENE'S KIT, GREEDYVERSE! I WILL NOT LET HER BE DEVOURED BY META!",1,2025-10-29 18:31:47
butchering characters cause this game is getting money hungry. along with very little events it's just odd,1,2025-10-29 17:46:21
"the company is sealing their fate by succumbing to absolute greed. first global passives, now a character that REQUIRES MORE COPIES. A weapon skin that costs 300 usd. don't bother starting any of their games. they're all greed traps and the company is absolutely sealing their fate with the choices.",1,2025-10-29 17:30:35
no reason. I left this game after super break bs. Now it seems that more bs keep adding up.,1,2025-10-29 17:19:22
"My biggest problem with this game now is honestly the crashing. I can't ever remember the game crashing before Penacony (and even then, it was only really happened with the final boss), but now it's so bad that it happens across various combat game modes. Edit: If you're on Android 13, it seems like this game is unplayable now. Can't even do Cipher's character trial cause it crashes. When they add Phainon, there's a chance you won't even able to walk around the map. Edit:",2,2025-10-29 17:18:02
"this game really did become very greedy and scummy. the game back in the day was very good, now it's mostly power creep, all characters, because ditched like dolls, and the treatment of players from devs are so bad. it's the honest truth that you people are greedy that it becomes so predatory. and that comes from a player from day 1",1,2025-10-29 17:05:27
"greedy company, 2 recharge events in 3.x versions and making cyrene borderline useless without e2 with a skin locked behind recharge event",1,2025-10-29 17:01:14
"while the game play is still a bit whaley but the story for amphoreus was great, almost reaching the heights of Christopher Nolan.",5,2025-10-29 16:57:40
power creep anddddd 24 stack for ult come on bro,1,2025-10-29 16:34:18
"Not optimised at all, game keeps crashing and it gets worse with every update. Devs and mihoyo are so greedy, the game is extremely pay 2 win, 5 star characters are released broken (you need multiple copies or their unique weapon to even be able to use them and even if you pay for all that, they will become useless in a few patches, they also release all the characters you need for a team at the same time so you are forced to pull out your wallet if you want a team for endgame, no new 4 stars.",1,2025-10-29 16:33:16
"Honestly, the game has been disappointing lately. I've been playing for the last 2 years, and the game has only been getting worse. 5* characters are highly reliant on their Sigs to function normally, and the new path doesn't even have F2P options. Endgame has high emphasis on HP inflation with very little mechanics to worry about. Old characters are dead and buried. The story is overeliant on black screens and exposition. Maps are reused across multiple missions. It was my favorite...",1,2025-10-29 16:19:38
Y'all better drop V6 cyrene because what was that? Justice for my girl😭,2,2025-10-29 15:34:07
"Please NO more hi3 character, thanks.",5,2025-10-29 15:32:35
"While I use to LOVE this game I don't play it as much now for multiple reasons. I love the events they do but every patch they have only had a event or two so it's hard to farm Stellar Jades especially if your in the late game with the recent version you don't have anything else to really do except events. The power creep is diabolical to if you have older characters they are practically useless in the newer fights or bosses, Some of the bosses are almost impossible to beat with old characters.",3,2025-10-29 14:45:08
I already download the recourse.. and after finishing it IT DOWNLOADS AGAIN and will waste my time,1,2025-10-29 14:43:05
yall are getting too comfortable to be greedy,1,2025-10-29 14:31:12
bad story line and fighting scenes,1,2025-10-29 14:10:06
"Overall this game is kinda good but there are some rooms for improvement like increasing the luck to get good artefacts cause the longest it took me about 2 months to get the good artefacts for 1 character, remove the reroll substat on relics cause they are a scam, and the HP inflation in the enemies are too much. The nice things about this game, the animations are god tier, cool characters design, exiciting story, not many but not few rewards, and nice music",2,2025-10-29 13:54:51
"Most expensive gacha lmfao. $300 for a *cosmetic* item you can use on a character that you have to gamble for to begin with, AND that character is garbage unless you pull them 3 times? Nah. Fix your game, Hoyo.",1,2025-10-29 12:43:30
If I could i wouldn't even give this 1 star 😂 Just have a big tagline in game for any new f2p player that this game is only for whales,1,2025-10-29 12:40:09
very unhappy with the current update.,1,2025-10-29 12:02:09
the gacha suck.,1,2025-10-29 11:49:41
"I like the story, it's one of the main reasons I'm still playing the game, but oh god that Amphoreus story is so unnecessarily long and confusing too. Like, please get it over with. I know that there's a skip button and thank god for it but I don't like skipping stories. Amphoreus is the worst world yet pls never make something like that again or I'm deleting this game. 🙏",4,2025-10-29 11:39:29
FIX CYRENE'S ULT,1,2025-10-29 11:37:24
"The game is good. It makes a good rival for other turn-based RPGs. What it lacks in compelling story/writing, it more than makes up for with stunning visuals. Another issue is the rampant power creep. 9/10 characters that were terrific and lovable are nearly useless just a handful of months later. Still lovable but completely worthless to play with.",3,2025-10-29 11:31:01
"Powercreep are the most insane and ridiculous on this game, i never seeing any of this kind in all of my gacha games playthrough and you guys just keep doing HP inflation thingy everypatch, yes they buffing and adjusted the old characters,how the results? old dps one they adjusted are still mid and can't compete with recent dps, so its just they greedy marketing department to make it seems better but actually meant nothing, i play this game since first month of it release and i am finally done",1,2025-10-29 11:17:27
"I loved the game since it started and still playing it til now. But the endgame contents are no longer fun from a free-to-play perspective. Even with fully built characters, you can't enjoy any of the rewards (which you need as an F2P player). Banking on a single character is also a downside because of the overall change in the game as it patches on. Very few flexible characters and teams. Really sad how the game turned out. I feel like the community isn't being heard.",1,2025-10-29 10:49:35
